_id,user,driver,pickUpLocation.type,pickUpLocation.coordinates[0],pickUpLocation.coordinates[1],dropOffLocation.type,dropOffLocation.coordinates[0],dropOffLocation.coordinates[1],rideType,fare,estimatedFare,status,scheduledTime,startTime,endTime,isSharedRide,rideForOthers,distance,eta,hour,dayOfWeek,isPeak,demandFactor,vehicleType,createdAt,updatedAt,__v
67f8ee87d03c39c9e8cce60f,,,Point,80.27825323665566,12.90210359647597,Point,80.2613602739559,13.069345578071989,luxury,1252.8373333333334,1252.8373333333334,completed,2025-03-21T14:05:04.567Z,,,false,,21,29.814,19,5,1,0.1111111111111111,Hatchback,2025-04-11T10:27:19.624Z,2025-04-11T10:27:19.624Z,0
67f8ee88d03c39c9e8cce611,,,Point,80.20444671173513,12.9811349583933,Point,80.26711239968445,13.067129428817271,auto,1068.1513599999998,1068.1513599999998,completed,2025-03-24T03:13:29.028Z,,,false,,12.974,17.368833333333335,8,1,1,0.3333333333333333,Luxury Car,2025-04-11T10:27:20.350Z,2025-04-11T10:27:20.350Z,0
67f8ee89d03c39c9e8cce613,,,Point,80.18359096359185,13.1227316678711,Point,80.20344447027553,13.102577324456218,premium,286.51241250000004,286.51241250000004,completed,2025-03-18T00:50:02.867Z,,,false,,4.722,12.898850000000001,6,2,0,1.1428571428571428,Hatchback,2025-04-11T10:27:21.000Z,2025-04-11T10:27:21.000Z,0
67f8ee89d03c39c9e8cce615,,,Point,80.19674068833834,13.120679180633934,Point,80.24377416565517,13.00747622720143,shared,244.4631,244.4631,completed,2025-03-25T21:48:05.096Z,,,false,,17.317,22.334999999999997,3,3,0,9,Sedan,2025-04-11T10:27:21.755Z,2025-04-11T10:27:21.755Z,0
67f8ee8ad03c39c9e8cce617,,,Point,80.25127161864232,13.077639215421886,Point,80.26711239968445,13.067129428817271,auto,125.78713199999999,125.78713199999999,completed,2025-03-18T05:13:14.556Z,,,false,,3.095,4.189783333333334,10,2,1,2.75,Sedan,2025-04-11T10:27:22.253Z,2025-04-11T10:27:22.253Z,0
67f8ee8ad03c39c9e8cce619,,,Point,80.15917458835834,13.102583745516672,Point,80.2917844883294,13.013752197548177,luxury,1211.0335,1211.0335,completed,2025-03-28T01:17:41.527Z,,,false,,20.834,29.499833333333335,6,5,0,1.3333333333333333,Van,2025-04-11T10:27:22.976Z,2025-04-11T10:27:22.976Z,0
67f8ee8bd03c39c9e8cce61b,,,Point,80.12534183816535,12.92077612762581,Point,80.18359096359185,13.1227316678711,auto,1449.817848,1449.817848,completed,2025-03-13T02:39:16.927Z,,,false,,30.436,42.49196666666667,8,4,1,1.2857142857142858,Hatchback,2025-04-11T10:27:23.710Z,2025-04-11T10:27:23.710Z,0
67f8ee8cd03c39c9e8cce61e,,,Point,80.16217871822874,13.05777857543899,Point,80.20961066104181,13.140059497190236,premium,758.4610949999999,758.4610949999999,completed,2025-03-29T13:50:19.296Z,,,false,,13.161,24.013516666666664,19,6,1,0.7142857142857143,Auto Rickshaw,2025-04-11T10:27:24.991Z,2025-04-11T10:27:24.991Z,0
67f8ee8dd03c39c9e8cce620,,,Point,80.28594135753956,13.149205329561344,Point,80.19659903228583,13.104413563733756,auto,629.7236999999999,629.7236999999999,completed,2025-03-13T03:12:26.494Z,,,false,,14.487,25.25975,8,4,1,2.75,Van,2025-04-11T10:27:25.740Z,2025-04-11T10:27:25.740Z,0
67f8ee8fd03c39c9e8cce623,,,Point,80.2159955588963,12.9096978907913,Point,80.15917458835834,13.102583745516672,economy,611.7421166666667,611.7421166666667,completed,2025-03-17T05:31:04.810Z,,,false,,32.138,45.396116666666664,11,1,0,0,Van,2025-04-11T10:27:27.571Z,2025-04-11T10:27:27.571Z,0
67f8ee90d03c39c9e8cce626,,,Point,80.12763694153224,12.964942318757995,Point,80.22901551210815,13.02175973915076,premium,561.7698750000001,561.7698750000001,completed,2025-03-20T02:02:49.145Z,,,false,,15.234,20.488916666666668,7,4,1,1.625,Sedan,2025-04-11T10:27:28.913Z,2025-04-11T10:27:28.913Z,0
67f8ee91d03c39c9e8cce628,,,Point,80.10126504265442,12.957981303345182,Point,80.15189145680105,12.967964951081374,shared,232.34557499999997,232.34557499999997,completed,2025-03-15T06:45:05.004Z,,,false,,10.342,15.125499999999999,12,6,0,0.5,Auto Rickshaw,2025-04-11T10:27:29.525Z,2025-04-11T10:27:29.525Z,0
67f8ee92d03c39c9e8cce62a,,,Point,80.19586790297377,13.075726985919022,Point,80.15189145680105,12.967964951081374,premium,876.2140799999997,876.2140799999997,completed,2025-04-10T02:44:38.791Z,,,false,,16.857,17.954733333333333,8,4,1,0.8,Van,2025-04-11T10:27:30.138Z,2025-04-11T10:27:30.138Z,0
67f8ee92d03c39c9e8cce62c,,,Point,80.10551313427975,13.041974703077392,Point,80.15917458835834,13.102583745516672,auto,466.6255142857143,466.6255142857143,completed,2025-03-24T09:42:56.892Z,,,false,,11.616,19.878216666666667,15,1,0,0.42857142857142855,Hatchback,2025-04-11T10:27:30.786Z,2025-04-11T10:27:30.786Z,0
67f8ee93d03c39c9e8cce62e,,,Point,80.20444671173513,12.9811349583933,Point,80.13371649660168,13.073768431491477,auto,239.813712,239.813712,completed,2025-03-23T11:45:30.401Z,,,false,,15.942,27.256866666666667,17,0,1,1.25,Bike,2025-04-11T10:27:31.515Z,2025-04-11T10:27:31.515Z,0
67f8ee94d03c39c9e8cce630,,,Point,80.16217871822874,13.05777857543899,Point,80.26711239968445,13.067129428817271,shared,125.46332399999999,125.46332399999999,completed,2025-04-11T04:42:56.918Z,,,false,,13.704,24.758066666666664,10,5,1,1.625,Bike,2025-04-11T10:27:32.213Z,2025-04-11T10:27:32.213Z,0
67f8ee94d03c39c9e8cce632,,,Point,80.1254151636076,13.05965024441179,Point,80.19586790297377,13.075726985919022,luxury,1138.7359999999999,1138.7359999999999,completed,2025-04-09T17:56:01.944Z,,,false,,8.753,9.458666666666666,23,3,0,5,Luxury Car,2025-04-11T10:27:32.877Z,2025-04-11T10:27:32.877Z,0
67f8ee95d03c39c9e8cce634,,,Point,80.10626672747894,13.100986248852564,Point,80.26833195273623,13.077672572035505,shared,531.20235,531.20235,completed,2025-04-05T07:25:29.442Z,,,false,,22.729,31.326999999999998,12,6,0,5,Hatchback,2025-04-11T10:27:33.872Z,2025-04-11T10:27:33.872Z,0
67f8ee96d03c39c9e8cce636,,,Point,80.20344447027553,13.102577324456218,Point,80.25127161864232,13.077639215421886,luxury,316.65324,316.65324,completed,2025-03-23T04:22:42.493Z,,,false,,7.127,10.943233333333334,9,0,1,0.8888888888888888,SUV,2025-04-11T10:27:34.523Z,2025-04-11T10:27:34.523Z,0
67f8ee97d03c39c9e8cce638,,,Point,80.19586790297377,13.075726985919022,Point,80.27825323665566,12.90210359647597,premium,592.9150874999999,592.9150874999999,completed,2025-03-24T22:18:48.808Z,,,false,,26.276,33.30981666666666,3,2,0,1.8,SUV,2025-04-11T10:27:35.043Z,2025-04-11T10:27:35.043Z,0
67f8ee97d03c39c9e8cce63a,,,Point,80.2917844883294,13.013752197548177,Point,80.28438284725043,13.014427753037731,auto,43.199999999999996,43.199999999999996,completed,2025-03-21T12:23:25.072Z,,,false,,0,0,17,5,1,0.7,Hatchback,2025-04-11T10:27:35.622Z,2025-04-11T10:27:35.622Z,0
67f8ee98d03c39c9e8cce63d,,,Point,80.18359096359185,13.1227316678711,Point,80.24377416565517,13.00747622720143,auto,650.61831,650.61831,completed,2025-03-26T23:48:57.970Z,,,false,,18.558,25.968616666666666,5,4,0,3.5,Van,2025-04-11T10:27:36.800Z,2025-04-11T10:27:36.800Z,0
67f8ee99d03c39c9e8cce63f,,,Point,80.26765763353534,13.072338430747626,Point,80.10551313427975,13.041974703077392,auto,731.5022700000001,731.5022700000001,completed,2025-03-31T00:32:56.211Z,,,false,,20.136,23.94215,6,1,0,1.375,Auto Rickshaw,2025-04-11T10:27:37.541Z,2025-04-11T10:27:37.541Z,0
67f8ee9bd03c39c9e8cce642,,,Point,80.10626672747894,13.100986248852564,Point,80.2159955588963,12.9096978907913,auto,777.6575200000001,777.6575200000001,completed,2025-04-05T00:44:50.874Z,,,false,,34.38,43.58793333333333,6,6,0,0,Van,2025-04-11T10:27:39.158Z,2025-04-11T10:27:39.158Z,0
67f8ee9bd03c39c9e8cce644,,,Point,80.24377416565517,13.00747622720143,Point,80.24377416565517,13.00747622720143,shared,21,21,completed,2025-04-06T19:16:37.291Z,,,false,,0,0,0,1,0,0.5,Luxury Car,2025-04-11T10:27:39.688Z,2025-04-11T10:27:39.688Z,0
67f8ee9cd03c39c9e8cce647,,,Point,80.2613602739559,13.069345578071989,Point,80.1471906604401,13.047154927135065,luxury,1172.75912,1172.75912,completed,2025-03-27T13:21:31.628Z,,,false,,14.939,19.5159,18,4,1,0.4444444444444444,Hatchback,2025-04-11T10:27:40.838Z,2025-04-11T10:27:40.838Z,0
67f8ee9dd03c39c9e8cce649,,,Point,80.2917844883294,13.013752197548177,Point,80.22901551210815,13.02175973915076,premium,681.0941194444445,681.0941194444445,completed,2025-03-19T07:16:27.871Z,,,false,,8.338,17.985883333333334,12,3,0,0.2222222222222222,Luxury Car,2025-04-11T10:27:41.404Z,2025-04-11T10:27:41.404Z,0
67f8ee9ed03c39c9e8cce64b,,,Point,80.10626672747894,13.100986248852564,Point,80.26711239968445,13.067129428817271,auto,243.58587,243.58587,completed,2025-03-30T22:12:08.637Z,,,false,,21.705,28.505483333333334,3,1,0,1.6,Bike,2025-04-11T10:27:42.454Z,2025-04-11T10:27:42.454Z,0
67f8ee9fd03c39c9e8cce64d,,,Point,80.24377416565517,13.00747622720143,Point,80.16217871822874,13.05777857543899,shared,379.97213100000005,379.97213100000005,completed,2025-04-08T03:29:34.612Z,,,false,,14.284,24.453183333333335,8,2,1,0.6,Auto Rickshaw,2025-04-11T10:27:43.317Z,2025-04-11T10:27:43.317Z,0
67f8eea0d03c39c9e8cce64f,,,Point,80.18986359195758,12.982719999020793,Point,80.1471906604401,13.047154927135065,premium,234.90463499999998,234.90463499999998,completed,2025-04-11T02:10:06.489Z,,,false,,11.614,20.545716666666667,7,5,1,5,Bike,2025-04-11T10:27:44.018Z,2025-04-11T10:27:44.018Z,0
67f8eea1d03c39c9e8cce653,,,Point,80.16217871822874,13.05777857543899,Point,80.2613602739559,13.069345578071989,premium,240.22939500000004,240.22939500000004,completed,2025-03-20T15:50:16.460Z,,,false,,12.88,17.45385,21,4,1,8,Bike,2025-04-11T10:27:45.990Z,2025-04-11T10:27:45.990Z,0
67f8eea2d03c39c9e8cce655,,,Point,80.19586790297377,13.075726985919022,Point,80.18986359195758,12.982719999020793,premium,675.7393875,675.7393875,completed,2025-04-01T00:05:32.775Z,,,false,,13.207,16.188616666666668,5,2,0,1,Hatchback,2025-04-11T10:27:46.616Z,2025-04-11T10:27:46.616Z,0
67f8eea3d03c39c9e8cce657,,,Point,80.16416898012854,12.939630496669816,Point,80.18986359195758,12.982719999020793,luxury,458.66652,458.66652,completed,2025-03-18T11:51:11.730Z,,,false,,8.227,16.910366666666665,17,2,1,3,Sedan,2025-04-11T10:27:47.245Z,2025-04-11T10:27:47.245Z,0
67f8eea4d03c39c9e8cce65a,,,Point,80.1254151636076,13.05965024441179,Point,80.20961066104181,13.140059497190236,shared,142.63063499999996,142.63063499999996,completed,2025-04-07T02:10:48.020Z,,,false,,16.993,25.226916666666668,7,1,1,6,Bike,2025-04-11T10:27:48.322Z,2025-04-11T10:27:48.322Z,0
67f8eea4d03c39c9e8cce65c,,,Point,80.10551313427975,13.041974703077392,Point,80.26765763353534,13.072338430747626,premium,881.4564375,881.4564375,completed,2025-04-01T00:49:30.479Z,,,false,,20.304,26.590416666666666,6,2,0,2.8,Van,2025-04-11T10:27:48.934Z,2025-04-11T10:27:48.934Z,0
67f8eea5d03c39c9e8cce65e,,,Point,80.1254151636076,13.05965024441179,Point,80.1471906604401,13.047154927135065,luxury,448.7057400000001,448.7057400000001,completed,2025-03-17T11:34:29.339Z,,,false,,4.977,15.054483333333334,17,1,1,1.8,Auto Rickshaw,2025-04-11T10:27:49.570Z,2025-04-11T10:27:49.570Z,0
67f8eea6d03c39c9e8cce660,,,Point,80.10551313427975,13.041974703077392,Point,80.1254151636076,13.05965024441179,premium,149.83822499999997,149.83822499999997,completed,2025-03-18T21:58:05.124Z,,,false,,4.592,9.858766666666666,3,3,0,4,SUV,2025-04-11T10:27:50.134Z,2025-04-11T10:27:50.134Z,0
67f8eea6d03c39c9e8cce662,,,Point,80.15917458835834,13.102583745516672,Point,80.25127161864232,13.077639215421886,auto,515.478132,515.478132,completed,2025-03-20T15:38:47.334Z,,,false,,11.91,16.17728333333333,21,4,1,2,Van,2025-04-11T10:27:50.886Z,2025-04-11T10:27:50.886Z,0
67f8eea8d03c39c9e8cce666,,,Point,80.12534183816535,12.92077612762581,Point,80.2613602739559,13.069345578071989,premium,725.3037899999999,725.3037899999999,completed,2025-04-06T13:21:07.282Z,,,false,,26.073,40.04703333333334,18,0,1,0.9,SUV,2025-04-11T10:27:52.537Z,2025-04-11T10:27:52.537Z,0
67f8eea9d03c39c9e8cce668,,,Point,80.2917844883294,13.013752197548177,Point,80.18359096359185,13.1227316678711,shared,584.767008,584.767008,completed,2025-03-17T02:47:23.409Z,,,false,,20.299,38.1208,8,1,1,0.6,Hatchback,2025-04-11T10:27:53.142Z,2025-04-11T10:27:53.142Z,0
67f8eeaad03c39c9e8cce66b,,,Point,80.2613602739559,13.069345578071989,Point,80.16217871822874,13.05777857543899,economy,515.72568,515.72568,completed,2025-03-21T13:47:50.464Z,,,false,,12.568,15.154266666666667,19,5,1,0.8571428571428571,Hatchback,2025-04-11T10:27:54.314Z,2025-04-11T10:27:54.314Z,0
67f8eeaad03c39c9e8cce66d,,,Point,80.19659903228583,13.104413563733756,Point,80.2917844883294,13.013752197548177,economy,1271.37492,1271.37492,completed,2025-03-16T02:09:27.706Z,,,false,,16.502,26.2394,7,0,1,1.5,Luxury Car,2025-04-11T10:27:54.887Z,2025-04-11T10:27:54.887Z,0
67f8eeabd03c39c9e8cce66f,,,Point,80.25127161864232,13.077639215421886,Point,80.1254151636076,13.05965024441179,auto,176.55297,176.55297,completed,2025-03-27T21:07:42.251Z,,,false,,15.351,16.680983333333334,2,5,0,1.2857142857142858,Bike,2025-04-11T10:27:55.574Z,2025-04-11T10:27:55.574Z,0
67f8eeacd03c39c9e8cce671,,,Point,80.27825323665566,12.90210359647597,Point,80.16416898012854,12.939630496669816,shared,125.87763299999999,125.87763299999999,completed,2025-04-04T12:08:37.304Z,,,false,,14.383,22.37088333333333,17,5,1,2.5,Bike,2025-04-11T10:27:56.174Z,2025-04-11T10:27:56.174Z,0
67f8eeadd03c39c9e8cce674,,,Point,80.2917844883294,13.013752197548177,Point,80.10626672747894,13.100986248852564,luxury,4089.2322599999998,4089.2322599999998,completed,2025-04-08T11:38:56.588Z,,,false,,26.804,43.73785,17,2,1,1.5,Luxury Car,2025-04-11T10:27:57.538Z,2025-04-11T10:27:57.538Z,0
67f8eeaed03c39c9e8cce676,,,Point,80.24131646632259,13.055851600755938,Point,80.11643120005775,12.923190549673674,shared,456.50861999999995,456.50861999999995,completed,2025-03-29T11:24:36.961Z,,,false,,22.73,32.6318,16,6,0,0.2857142857142857,Hatchback,2025-04-11T10:27:58.649Z,2025-04-11T10:27:58.649Z,0
67f8eeafd03c39c9e8cce678,,,Point,80.20961066104181,13.140059497190236,Point,80.10126504265442,12.957981303345182,luxury,3979.7520999999997,3979.7520999999997,completed,2025-03-20T17:25:49.350Z,,,false,,31.664,40.024033333333335,22,4,0,0.6,Luxury Car,2025-04-11T10:27:59.348Z,2025-04-11T10:27:59.348Z,0
67f8eeafd03c39c9e8cce67a,,,Point,80.10767828483968,13.065960047440297,Point,80.26765763353534,13.072338430747626,auto,804.7920299999998,804.7920299999998,completed,2025-03-15T17:12:18.607Z,,,false,,20.229,22.526683333333335,22,6,0,5,Hatchback,2025-04-11T10:27:59.988Z,2025-04-11T10:27:59.988Z,0
67f8eeb1d03c39c9e8cce67d,,,Point,80.20961066104181,13.140059497190236,Point,80.19674068833834,13.120679180633934,economy,91.50186666666667,91.50186666666667,completed,2025-04-10T20:10:17.112Z,,,false,,3.585,6.971866666666667,1,5,0,0,Auto Rickshaw,2025-04-11T10:28:01.147Z,2025-04-11T10:28:01.147Z,0
67f8eeb1d03c39c9e8cce67f,,,Point,80.20344447027553,13.102577324456218,Point,80.27825323665566,12.90210359647597,luxury,3621.4193,3621.4193,completed,2025-03-12T19:40:49.695Z,,,false,,28.704,38.97976666666667,1,4,0,1.1111111111111112,Luxury Car,2025-04-11T10:28:01.767Z,2025-04-11T10:28:01.767Z,0
67f8eeb2d03c39c9e8cce681,,,Point,80.19674068833834,13.120679180633934,Point,80.27825323665566,12.90210359647597,auto,1109.45832,1109.45832,completed,2025-03-26T23:04:17.776Z,,,false,,31.085,36.83573333333333,4,4,0,0.5,Auto Rickshaw,2025-04-11T10:28:02.452Z,2025-04-11T10:28:02.452Z,0
67f8eeb3d03c39c9e8cce683,,,Point,80.19586790297377,13.075726985919022,Point,80.1254151636076,13.05965024441179,auto,383.78859839999996,383.78859839999996,completed,2025-03-14T12:28:11.987Z,,,false,,9.547,11.159883333333333,17,5,1,0.2,Hatchback,2025-04-11T10:28:03.021Z,2025-04-11T10:28:03.021Z,0
67f8eeb3d03c39c9e8cce685,,,Point,80.15917458835834,13.102583745516672,Point,80.15189145680105,12.967964951081374,shared,471.0171199999999,471.0171199999999,completed,2025-03-17T09:26:47.464Z,,,false,,19.926,30.067733333333333,14,1,0,1.25,Hatchback,2025-04-11T10:28:03.662Z,2025-04-11T10:28:03.662Z,0
67f8eeb4d03c39c9e8cce687,,,Point,80.11643120005775,12.923190549673674,Point,80.2613602739559,13.069345578071989,economy,1627.530275,1627.530275,completed,2025-03-22T18:27:17.554Z,,,false,,25.746,35.18018333333334,23,6,0,0.9,Luxury Car,2025-04-11T10:28:04.306Z,2025-04-11T10:28:04.306Z,0
67f8eeb4d03c39c9e8cce689,,,Point,80.15189145680105,12.967964951081374,Point,80.13371649660168,13.073768431491477,auto,575.59476,575.59476,completed,2025-03-13T09:30:15.776Z,,,false,,16,27.774866666666664,15,4,0,0.5,Van,2025-04-11T10:28:04.993Z,2025-04-11T10:28:04.993Z,0
67f8eeb5d03c39c9e8cce68b,,,Point,80.26711239968445,13.067129428817271,Point,80.2159955588963,12.9096978907913,premium,1067.586075,1067.586075,completed,2025-03-17T07:29:25.243Z,,,false,,22.97,41.0227,12,1,0,1,Auto Rickshaw,2025-04-11T10:28:05.689Z,2025-04-11T10:28:05.689Z,0
67f8eeb6d03c39c9e8cce68e,,,Point,80.22901551210815,13.02175973915076,Point,80.24377416565517,13.00747622720143,luxury,389.43542,389.43542,completed,2025-04-04T09:29:07.295Z,,,false,,3.761,6.576099999999999,14,5,0,0.1,Luxury Car,2025-04-11T10:28:06.664Z,2025-04-11T10:28:06.664Z,0
67f8eeb8d03c39c9e8cce692,,,Point,80.12534183816535,12.92077612762581,Point,80.16416898012854,12.939630496669816,premium,88.693975,88.693975,completed,2025-03-23T17:47:04.382Z,,,false,,6.306,13.905316666666666,23,0,0,0,Bike,2025-04-11T10:28:08.574Z,2025-04-11T10:28:08.574Z,0
67f8eeb9d03c39c9e8cce694,,,Point,80.10626672747894,13.100986248852564,Point,80.1254151636076,13.05965024441179,auto,249.41333999999998,249.41333999999998,completed,2025-04-02T07:26:36.285Z,,,false,,6.326,11.020966666666668,12,3,0,7,Van,2025-04-11T10:28:09.216Z,2025-04-11T10:28:09.216Z,0
67f8eeb9d03c39c9e8cce696,,,Point,80.16217871822874,13.05777857543899,Point,80.19674068833834,13.120679180633934,auto,265.49684999999994,265.49684999999994,completed,2025-03-27T06:37:46.533Z,,,false,,10,17.49825,12,4,0,0.9,Sedan,2025-04-11T10:28:09.846Z,2025-04-11T10:28:09.846Z,0
67f8eebad03c39c9e8cce698,,,Point,80.16416898012854,12.939630496669816,Point,80.28594135753956,13.149205329561344,premium,549.59436,549.59436,completed,2025-03-25T04:41:19.209Z,,,false,,33.283,50.42146666666667,10,2,1,5.5,Bike,2025-04-11T10:28:10.693Z,2025-04-11T10:28:10.693Z,0
67f8eebbd03c39c9e8cce69a,,,Point,80.10551313427975,13.041974703077392,Point,80.18359096359185,13.1227316678711,shared,428.83497300000005,428.83497300000005,completed,2025-04-04T12:45:01.621Z,,,false,,16.294,27.053216666666668,18,5,1,11,Auto Rickshaw,2025-04-11T10:28:11.436Z,2025-04-11T10:28:11.436Z,0
67f8eebcd03c39c9e8cce69c,,,Point,80.28594135753956,13.149205329561344,Point,80.14928235558563,12.960869732521747,economy,685.3988959999999,685.3988959999999,completed,2025-04-08T05:06:00.710Z,,,false,,31.127,45.57853333333333,10,2,1,0.4,Sedan,2025-04-11T10:28:12.101Z,2025-04-11T10:28:12.101Z,0
67f8eebcd03c39c9e8cce69e,,,Point,80.18986359195758,12.982719999020793,Point,80.2159955588963,12.9096978907913,shared,341.85301499999997,341.85301499999997,completed,2025-04-09T13:59:54.591Z,,,false,,13.394,23.613916666666668,19,3,1,2.75,Van,2025-04-11T10:28:12.710Z,2025-04-11T10:28:12.710Z,0
67f8eebdd03c39c9e8cce6a0,,,Point,80.22901551210815,13.02175973915076,Point,80.26711239968445,13.067129428817271,luxury,187.74165,187.74165,completed,2025-04-04T19:05:33.406Z,,,false,,7.6,12.18055,0,6,0,0.8,Bike,2025-04-11T10:28:13.295Z,2025-04-11T10:28:13.295Z,0
67f8eebdd03c39c9e8cce6a2,,,Point,80.25127161864232,13.077639215421886,Point,80.20344447027553,13.102577324456218,shared,206.93441999999996,206.93441999999996,completed,2025-03-19T14:31:07.631Z,,,false,,7.372,11.537666666666667,20,3,1,5,Auto Rickshaw,2025-04-11T10:28:13.823Z,2025-04-11T10:28:13.823Z,0
67f8eebed03c39c9e8cce6a4,,,Point,80.22901551210815,13.02175973915076,Point,80.13371649660168,13.073768431491477,auto,403.67636999999996,403.67636999999996,completed,2025-03-16T00:07:57.708Z,,,false,,15.943,28.891650000000002,5,0,0,1,Sedan,2025-04-11T10:28:14.662Z,2025-04-11T10:28:14.662Z,0
67f8eebfd03c39c9e8cce6a6,,,Point,80.24377416565517,13.00747622720143,Point,80.26711239968445,13.067129428817271,shared,432.15625250000005,432.15625250000005,completed,2025-03-26T17:51:25.848Z,,,false,,9.358,17.257383333333333,23,3,0,3.3333333333333335,Luxury Car,2025-04-11T10:28:15.256Z,2025-04-11T10:28:15.256Z,0
